"gene","p"
"LINC00460",0.538507959899362
"AKNAD1",0.540111699761126
"IGKV1D-8",0.540240371480934
"P2RY10",0.541008427001236
"BARX2",0.542470830687377
"IL12RB1",0.542939139173979
"HLA-G",0.543071131171996
"NCAM2",0.543796929341962
"IGHM",0.544662672703436
"RIPPLY3",0.544715562170225
"NR3C2",0.54483505749108
"DNM3OS",0.546167829764397
"PRECSIT",0.546661531884393
"LINC01605",0.549353350466031
"GPR174",0.550864466917301
"TST",0.551027829422289
"TMSB15A",0.551639555916258
"NKD1",0.552959823076821
"MMP2",0.553082655611746
"LOX",0.554417213286429
"C1orf105",0.554927078450567
"ZNF354C",0.554968207178244
"MIXL1",0.555529198467275
"ASB2",0.555608211148337
"NLRP12",0.555720248114814
"MS4A1",0.556201339684696
"IGHV2-26",0.557632420383021
"LINC02345",0.557764952358023
"MOV10L1",0.557980515581714
"FAP",0.558850048799825
"TRBC2",0.560352114467971
"PAPPA",0.561037027305346
"PDGFRL",0.561103175967665
"PRND",0.562853713122038
"SFN",0.563260853691198
"ITGB8",0.563561792899028
"TSPAN1",0.564470122328803
"SNHG14",0.567448470969956
"CXCL10",0.567824046847981
"IGHV1-69",0.569945155768086
"IGHV3-53",0.570923773148501
"MT1F",0.572227224299293
"VWA2",0.573492277072937
"MIR4435-2HG",0.574113802033857
"TMEM238",0.57481491736397
"CRNDE",0.575840409506967
"IGKV4-1",0.575956975640248
"IGHV3-19",0.576032872408904
"AURKAIP1",0.576199998075116
"AC100821.1",0.57700838200204
"KIAA1755",0.579103407983608
"PYHIN1",0.580431089244296
"TIFAB",0.580446177097393
"CXCR2P1",0.581493945381011
"KCNH8",0.583394040914351
"E2F2",0.585270453293153
"FBXL15",0.585525952781463
"NUGGC",0.586191704892051
"IGHV1-24",0.586755305420236
"AC116351.1",0.588321846957137
"LINC00571",0.589921123942291
"MRO",0.590056974615144
"LOXL2",0.59163882634631
"NAPSB",0.593316395142331
"CASP5",0.593425699654617
"MMP25",0.593655681966766
"COL5A2",0.593889198320685
"DSG1",0.593917402154383
"MT1E",0.594495704427597
"ZFP92",0.594742106881115
"CLEC10A",0.595312912937678
"SLC35D3",0.595749109884618
"COL10A1",0.595757977647165
"HECW1",0.597467596653403
"CD69",0.59758013025133
"CTHRC1",0.597934042713724
"SEMA3A",0.599521920753089
"F7",0.600122284043285
"GSDMB",0.600231754847574
"IRF4",0.60049770274444
"PRKCB",0.603418752806011
